"Type","land Mark","Bathroom","categoryName","price","Bedroom","Floor","Kitchen","Living Room","name","location/locationDescription","location/locationLatitude","location/locationLongitude"
"HouseIndividual",,"3","For Sale - House","34000000","8","3","3","3","House For Sale Tokha Bazar,KTM(no dalal)","F1 soft Tower, Lalitpur-3, Lalitpur","27.679346084594727","85.31614685058594"
"HouseIndividual",,"3","For Sale - House","27000000","11 room total","3","3","4","House for sale at Mhepi ,Nayabazar ,KTM(no dalal)","Kisan Tol, Maligaun Marg, Kathmandu-5, Kathmandu,  Bagmati Pradesh","27.71419906616211","85.33360290527344"
,,,"Business & Shop For Sale","2400000",,,,,"Share Sell At Galaxy Garden Resort","Bharatpur, Chitwan","27.676456451416016","84.38566589355469"
"HouseIndividual",,"3","For Sale - House","34000000","8","3","3","3","House For Sale Tokha Bazar,KTM(no dalal)","F1 soft Tower, Lalitpur-3, Lalitpur","27.679346084594727","85.31614685058594"
"Land - Plotted",,,"For Sale - Land","2500000",,,,,"Land Sell At Tadi","F124, Ratnanagar, Chitwan","27.616514205932617","84.5118408203125"
"HouseIndividual",,"3","For Sale - House","34000000","8","3","3","3","House For Sale Tokha Bazar,KTM(no dalal)","F1 soft Tower, Lalitpur-3, Lalitpur","27.679346084594727","85.31614685058594"
"Bunglow",,"2","For Sale - House","66000000","5","3","2","2","Full Furnished Bunglow For Sale at Budhanilkantha","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Sale - House","25000000","6","3","2","2","New House For Sale at Budhanilkantha, Karuna H","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"5","For Rent - House","330000","5","2.5","1","1","House On Rent At Chappal Karkhana ","Chappal Karkhana Stop, Kathmandu-4, Kathmandu","27.734750747680664","85.34211730957031"
"HouseIndividual",,"3","For Rent - House","350000","5","2.5","2","2","Full furnished House for rent at Budanilkantha, ","Budanilkantha, Budhanilakantha-1, Kathmandu","27.778169631958008","85.36434173583984"
"House - Individual",,"3","For Sale - House","22000000","6","3","2","2","New House For Sale at Tokha, MeghaCity Height","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"4","For Sale - House","42000000","6","3","2","2","Brand New Semi Bunglow On Sale at Tokha, Grande","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Sale - House","19000000","6","2","2","2","House For Sale at Tokha, MeghaCity Height","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Sale - House","41000000","6","4","3","3","Brand New House For Sale at Samakhusi, Kharibot","Location","27.717199325561523","85.3239974975586"
"LandIndividual",,,"For Sale - Land","28",,,,,"Ichangu","Nepal Investment Bank Limited, Lalitpur-3, Lalitpur","27.679977416992188","85.316162109375"
"Bunglow",,"3","For Sale - House","27500000","6","3","2","2","Brand New Semi Bunglow House On Sale at Tokha","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Sale - House","22500000","6","3","2","2","House For Sale at Tokha, Bhatkeko Pul","Location","27.717199325561523","85.3239974975586"
"LandCommercialUse",,,"For Sale - Land","180000000",,,,,"College for Sale","Glorious Higher Secondary School, Butwal-9, Rupandehi","27.683740615844727","83.46192932128906"
"Bunglow",,"3","For Sale - House","52500000","6","3","1","2","Brand New Semi Bunglow House On Sale at Tokha","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"4","For Sale - House","28500000","7","3","3","3","Brand New House For Sale at Tokha, MeghaCity Heigh","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"1","For Rent - Flat & Apartment","13500","2","Ground Floor",,"-","Room on Rent- Imadol","Imadole, Mahalaxmi-1, Lalitpur","0","0"
"Land - Individual",,,"For Sale - Land","15000000",,,,,"budhanilkantha 5 Anna land sale with house","गोल्फुटार, Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल","27.756362915039062","85.3531494140625"
"Bunglow",,"2","For Sale - House","23000000","5","3","1","1","Brand New Semi Bunglow House On Sale at Tokha","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Sale - House","29900000","6","3","2","2","New House For Sale at Samakhusi, GreenLand","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Sale - House","23500000","7","3","2","2","New House For Sale at Tokha, MeghaCity Height","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"4","For Rent - House","105000","5","2","1","1","at budhanilkantha rant or sale 1 ropani 105 k only","Budhanilkantha-03, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल","27.771554946899414","85.36074829101562"
"Bunglow",,"3","For Sale - House","27000000","6","3","2","2","Brand New Semi Bunglow House On Sale at Tokha","Location","27.717199325561523","85.3239974975586"
"Land - Individual",,,"For Sale - Land","9900000",,,,,"Land For Sale at Sankhu, Kathmandu","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"1","For Sale - House","14500000","2","1","1","1","House For Sale AT Lubhu","Lubhu Khola, Bishnudol-Lubhu Road, Mahalaxmi-8, Lalitpur","27.63994026184082","85.36624908447266"
"LandIndividual",,,"For Sale - Land","2100000",,,,,"LAND FOR SALE IN GODAWARI LALITPUR","Damaitar, Godawari-14, Lalitpur","27.625574111938477","85.3467025756836"
"HouseIndividual",,"5","For Rent - House","168000","8","2.5","2","2","House for rent at baluwatar / tushal ktm ","Dhuku Sports Hub, Kathmandu-4, Kathmandu","27.731359481811523","85.33496856689453"
"House - Individual",,"2","For Sale - House","32500000","2","3","2","1","House sale on bafal","Location","27.717199325561523","85.3239974975586"
"Land - Individual",,,"For Sale - Land","17500000",,,,,"Land On Sale at Tokha, Near Gate","Location","27.717199325561523","85.3239974975586"
"HouseIndividual","Near Bajrang workshop ",,"For Rent - Shutter & Shop Space","15000",,,,,"Shutter attached with a room","Manakamana Store, Kathmandu-16, Kathmandu","27.7391357421875","85.30789184570312"
"Land - Individual",,,"For Sale - Land","31000000",,,,,"Land For Sale at Samakhusi, MahadevTar Height","Location","27.717199325561523","85.3239974975586"
"Land - Individual",,,"For Sale - Land","19900000",,,,,"Land For Sale at Tokha, Near Grande","Location","27.717199325561523","85.3239974975586"
"Land - Individual",,,"For Sale - Land","17500000",,,,,"Land For Sale at Tokha, Panchetar","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"4","For Sale - House","27500000","7","3","3","2","Brand New Semi Bunglow House On Sale at Tokha","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"Sharing ","For Rent - Flat & Apartment","6500","1","Ground ",,"1","Single furnished room ","Dakshin dhoka,  Gokarneshwor-7, Kathmandu,  Bagmati Pradesh","27.721744537353516","85.38740539550781"
"LandIndividual",,,"For Sale - Land","3000000",,,,,"LAND FOR SALE IN HIGHWAY CHOBAR LALITPUR ","Chobar Temple, Kirtipur-6, Kathmandu","27.665849685668945","85.29109191894531"
"House - Individual",,"2","For Sale - House","25500000","6","3","2","2","Brand New House For Sale at Tokha, Bhatkeko Pul","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"4","For Rent - House","160000","5","2.5","1","1","Semi Furnished House for rent at Budanilkantha, ","Budanilkantha Hp_kathmandu, Kathmandu-9, Kathmandu","27.695999145507812","85.35359954833984"
"House - Individual",,"3","For Sale - House","19900000","6","3","2","1","New House For Sale at Tokha, MeghaCity Height","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Sale - House","22000000","7","3","2","2","New House For Sale at Tokha, MeghaCity Height","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"4","For Rent - House","125000","4","3","1","1","House For Rent at Golfutar, Buddhanilkatha","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"Separate","For Rent - Flat & Apartment","11500",".",".",,".","Single Room for Rent in Bagdol","Inar Chowk Marg","0","0"
"HouseIndividual",,"Separate","For Rent - Flat & Apartment","11500",".",".",,".","Room for Rent Bagdol","Inar Chowk Marg","27.669231414794922","85.30175018310547"
"CommercialBuilding",,,"For Rent - Office Space","120000",,"-",,,"OFFICE SPACE FOR RENT IN PUTALISADAK KATHMANDU","Putali Sadak, Ram Shah Path, Kathmandu-28, Kathmandu","27.699129104614258","85.32174682617188"
"House - Individual",,"7","For Rent - House","90000","12","3","2","2","House On Rent at Golfutar, Buddhanilkatha","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"2","For Sale - House","23000000","7","3","2","2","House For Sale at Dhumbarahi, Kathmandu","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"6","For Sale - House","64500000","5","3","1","1","Full Furnished House For Sale at Basundhara","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"6","For Sale - House","34000000","14","-","1","1","HOUSE FOR SALE IN JARANKHU KATHMANDU","Jarankhu, Kranti Marga, Tarakeshwor-9, Kathmandu","27.754409790039062","85.30274963378906"
"HouseIndividual",,"4","For Rent - House","45000000","4","2.5","1","1","House for sale at Budanilkatha, Kathmandu","Budanilkantha, Budhanilakantha-1, Kathmandu","27.778169631958008","85.36434173583984"
"House - Individual",,"3","For Sale - House","32500000","7","3","2","2","House For Sale at Samakhusi, Kharibot","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"3","For Sale - House","42500000","6","3","2","2","Brand New Semi Bunglow For Sale at Golfutar","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Sale - House","57500000","4","2","1","1","New House For Sale at Hepali Height, udhanilkantha","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"2","For Sale - House","49900000","7","3","1","2","Bunglow House On Sale at Budhanilkantha","Location","27.717199325561523","85.3239974975586"
"LandIndividual",,,"For Sale - Land","6000000",,,,,"LAND FOR SALE IN SIKALI MARG BHAISEPATI ","Sikali Marg, Lalitpur-21, Lalitpur","27.644969940185547","85.29389190673828"
"HouseIndividual",,"5","For Sale - House","43000000","6","2.5","2","2","HOUSE FOR SALE IN NAKHIPOT LALITPUR ","Nakhipot, Jambu Marg, Lalitpur-14, Lalitpur","27.655317306518555","85.31684875488281"
"Bunglow",,"4","For Sale - House","46000000","8","4","3","3","Brand New Semi Bunglow House On Sale at Tokha","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Sale - House","85000000","7","4","2","2","House For Sale at Maharajgunj, Bansbari","Location","27.717199325561523","85.3239974975586"
"CommercialBuilding",,,"For Rent - Office Space","80000",,"-",,,"OFFICE SPACE FOR RENT IN PAHELO PUL KATHMANDU","Pahelo Pul, Jana Milap galli, Kathmandu-7, Kathmandu","27.718469619750977","85.34066772460938"
"House - Individual",,"2","For Rent - Flat & Apartment","60000","4","2",,"1","Baluwatar. 4 Bhk flat. Rent","Location","27.71194076538086","85.32466125488281"
"Bunglow",,"4","For Sale - House","89900000","7","3","1","2","Brand New Bunglow On Sale at Budhanilkantha","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"5","For Sale - House","45200000","13","5","5","3","New House For Sale at Chabahil, Kathmandu","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"3","For Sale - House","27500000","6","3","2","2","Brand New Semi Bunglow On Sale at Baluwakhani","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"4","For Sale - House","248","6","3","2","1","टकाथलिमा २.५ तल्लाको घर बिक्रीमा छ","Piya Road, Phaudegau, Mahalaxmi Municipality, Lalitpur","27.664852142333984","85.34642028808594"
"CommercialBuilding",,,"For Rent - Shutter & Shop Space","70000",,,,,"JHAMSIKHEL – SHOP FOR RENT","Jhamsikhel, Lalitpur-3, Lalitpur","27.682859420776367","85.30198669433594"
"House - Individual",,,"For Rent - Shutter & Shop Space","75000",,"0",,,"सानेपा चोकमा ४०० स्क्वार फिट सटर खाली","Location","27.683067321777344","85.30914306640625"
"Bunglow",,"3","For Sale - House","32500000","5","3","2","2","Brand New Semi Bunglow For Sale at Sukedhara","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"5","For Sale - House","49000000","7","-","2","2","HOUSE FOR SALE IN SHITAL HEIGHT LALITPUR ","Imadol, Gwarko-Lamatar, Mahalaxmi-2, Lalitpur","27.665559768676758","85.33592224121094"
"House - Individual",,"3","For Sale - House","47500000","7","2","2","3","House For Sale at Sukedhara, Kathmandu","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"1","For Rent - Flat & Apartment","50000","2","1/2",,"1","2BHK Full Furnished Duplex Flat Rent in Bhaisepati","Chunikhel Lalitpur, Dhanbu Marg, Lalitpur-25, Lalitpur","27.63208770751953","85.30626678466797"
"House - Individual",,"3","For Sale - House","38000000","7","3","2","2","House For Sale at Ganesh Chowk, Budhanilkantha","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"1","For Rent - Flat & Apartment","25000","2","1st",,"1","Flate in Rent - Khumaltar","Khumal Tole Marg","27.6445369720459","85.32105255126953"
"HouseIndividual",,"5","For Sale - House","31500000","6","3.5","2","2","House For Sale At Tikathali","Tikathali Tarkari Pasal, Mahalaxmi-3, Lalitpur","27.66758918762207","85.35099792480469"
"HouseIndividual",,"4","For Sale - House","10","5","2.5","1","1","Bunglow House for sale at Mid Baneshwor, KTM","Baneshwor Girls Hostel, Kathmandu-10, Kathmandu","27.692428588867188","85.33148956298828"
"CommercialBuilding",,,"For Rent - Office Space","300000",,"5 floors",,,"KUMARIPATI – 5 FLOORS OFFICE RENT","Kumaripati Ganesh, Lalitpur-5, Lalitpur","27.671470642089844","85.31905364990234"
"House - Individual",,"3","For Sale - House","21000000","5","2","2","2","House For Sale at Tokha, Bhatkeko Pul","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","6500","1","0",,"0","Single Room","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"2","For Rent - Flat & Apartment","65000","3","1",,"1","Baluwatar. 3 bhk. flat. Rent Ground flor offic. a.","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Sale - House","29000000","7","3","3","2","New House For Sale at Tokha, Dhapasi Height","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","6000","1","0",,"0","Single Room","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","7000","1","1",,"0","Single Room","Location","27.717199325561523","85.3239974975586"
"Land - Plotted",,,"For Sale - Land","2200000",,,,,"सस्तो जग्गा","Masala Fed (Seti Devi), चन्द्रागिरी, Chandragiri Municipality, Kathmandu","27.66814422607422","85.23814392089844"
"House - Individual",,"1","For Rent - Flat & Apartment","14000","2","1",,"0","Double Room","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"6","For Sale - House","39900000","5","2.5","1","1","House For Sale At Cozyhomes","Imadol, Gwarko-Lamatar, Mahalaxmi-2, Lalitpur","27.665559768676758","85.33592224121094"
"Land - Individual",,,"For Sale - Land","27500000",,,,,"Land On Sale at Pasikot, Budhanilkantha","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","18000","1","0",,"1","Flat Rent","Suryabinayak Municipality, Bhaktapur","0","0"
"Land - Individual",,,"For Sale - Land","21000000",,,,,"Land For Sale at Pasikot, Budhanilkantha","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"4","For Sale - House","35000000","5","-","2","2","DUPLEX HOUSE FOR SALE IN IMADOL LALITPUR ","Imadol, Gwarko-Lamatar, Mahalaxmi-2, Lalitpur","27.665559768676758","85.33592224121094"
"House - Individual",,"1","For Rent - Flat & Apartment","8000","1","2",,"0","Single Room","Location","27.717199325561523","85.3239974975586"
"Land - Individual",,,"For Sale - Land","45500000",,,,,"Land On Sale at Sukedhara, Kathmandu","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","8500","1","2",,"0","1bk with personal washroom","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","17000","1","0",,"1","1bhk flat on rent at budhanilakantha ganesh chowk","Location","27.78243064880371","85.34964752197266"
"Land - Individual",,,"For Sale - Land","85000000",,,,,"Land For Sale at Mid Baneshwor, Kathmandu","Location","27.717199325561523","85.3239974975586"
"Land - Individual",,,"For Sale - Land","25000000",,,,,"Land On Sale at Ganesh Chowk, Budhanilkantha","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","12000","2","0",,"0","Double Room","Location","27.717199325561523","85.3239974975586"
"Land - Individual",,,"For Sale - Land","93500000",,,,,"Land For Sale at Taulung, Budhanilkantha","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"4","For Sale - House","29000000","6","3","2","2","House For Sale At Nayabasti","Nayabasti, Lalitpur-15, Lalitpur","27.657081604003906","85.3241195678711"
"House - Individual",,"1","For Rent - Office Space","9000","0","3","0","0","Office Space","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"5","For Sale - House","47500000","5","-","2","2","HOUSE FOR SALE IN SHITAL HEIGHT IMADOL LALITPUR  ","Shital Height Pharmacy, Mahalaxmi-4, Lalitpur","27.65035057067871","85.34807586669922"
"Land - Individual",,,"For Sale - Land","14800000",,,,,"Land For Sale at Ganesh Chowk, Budhanilkantha","Location","27.717199325561523","85.3239974975586"
"CommercialBuilding",,,"For Rent - Office Space","180000",,"1",,,"Commercial Space for rent in Chakupat","Chakupat, Lalitpur-11, Lalitpur","27.680709838867188","85.32524871826172"
